enforcement_zone,hour,violation_count,avg_congestion_score,hourly_frequency_score,hourly_risk_score,recommended_time_window
"Yo China, 90/3, Service Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560034, India",22,1,32.48,8.667235888955368,15.811065122268754,22:00 - 23:00
"Dr Swarna Skin Hair & Laser Clinic, 3rd Floor Above Maya Hospital, Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",6,1,32.48,8.667235888955368,15.811065122268754,06:00 - 07:00
"Pipeline Road, Reliance Data Center IDC 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",6,1,32.48,8.667235888955368,15.811065122268754,06:00 - 07:00
"Sri Kumaraswamy Temple Road, Block T, Giri Nagar, Bengaluru, Karnataka. Pin-560085 (India)",2,1,32.48,8.667235888955368,15.811065122268754,02:00 - 03:00
"Pipeline Road, Peenya Industrial Area, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India",4,1,32.48,8.667235888955368,15.811065122268754,04:00 - 05:00
"M.K Mathulla Stadium, HMT Main Road, Jalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India",22,1,32.48,8.667235888955368,15.811065122268754,22:00 - 23:00
"11th Main Road, SBI Flats Binnyston Gardens, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",23,3,12.25,17.334471777910736,15.809130244537513,23:00 - 00:00
BTP154 - Itmadu Junction,5,3,12.25,17.334471777910736,15.809130244537513,05:00 - 06:00
"Panathur Main Road, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",0,3,12.246666666666668,17.334471777910736,15.808130244537516,00:00 - 01:00
"2nd Cross Road, Sradha Brindavan, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",21,3,12.246666666666668,17.334471777910736,15.808130244537516,21:00 - 22:00
"Bagaluru Main Road, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",23,3,12.246666666666668,17.334471777910736,15.808130244537516,23:00 - 00:00
"Hosur Road, Shivaganga Swagath Popular Colony, Mangammanapalya, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",23,3,12.246666666666668,17.334471777910736,15.808130244537516,23:00 - 00:00
"Outer Ring Road, Sapthagiri Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",22,3,12.246666666666668,17.334471777910736,15.808130244537516,22:00 - 23:00
"Vinayaka Nagar 7th Main Road, Krishna Shelton, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",22,3,12.24,17.334471777910736,15.806130244537513,22:00 - 23:00
"Pipeline Road, Prasanth Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",5,3,12.24,17.334471777910736,15.806130244537513,05:00 - 06:00
"Dr BR Ambedkar College Road, SH Layout, Kaval Baira Sandra, Bengaluru, Karnataka. Pin-560032 (India)",1,3,12.24,17.334471777910736,15.806130244537513,01:00 - 02:00
"5th Cross Road, Indian Oil Campus, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",23,3,12.24,17.334471777910736,15.806130244537513,23:00 - 00:00
"ITPL Main Road, Gopalan Millennium Tower, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2,3,12.24,17.334471777910736,15.806130244537513,02:00 - 03:00
"Neeladri Road, Ganga Vertica, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",1,3,12.24,17.334471777910736,15.806130244537513,01:00 - 02:00
"2nd Cross Road, Rajiv Gandhi Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",22,3,12.24,17.334471777910736,15.806130244537513,22:00 - 23:00
"20th Main Road, Purva Vantage, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",6,3,12.24,17.334471777910736,15.806130244537513,06:00 - 07:00
"1st Main Road, JJR Nagar, Bengaluru, Karnataka. Pin-560026 (India)",21,3,12.24,17.334471777910736,15.806130244537513,21:00 - 22:00
"1st Cross Road, Netravati Enclave, Adugodi Police Quarters, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",22,3,12.24,17.334471777910736,15.806130244537513,22:00 - 23:00
"Bagaluru Main Road, Durgamba Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",23,3,12.24,17.334471777910736,15.806130244537513,23:00 - 00:00
"Mamulpet Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",5,3,12.24,17.334471777910736,15.806130244537513,05:00 - 06:00
"Hoodi Main Road, Brigade Southfield, Industrial Area Phase 2, Doddanekundi, Bengaluru, Karnataka. Pin-560048 (India)",2,3,12.13,17.334471777910736,15.773130244537516,02:00 - 03:00
"St Marks Road, Anil Kumble Chowk, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,3,12.12,17.334471777910736,15.770130244537514,03:00 - 04:00
"1st Temple Street, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",5,3,12.12,17.334471777910736,15.770130244537514,05:00 - 06:00
"Sri Ramana Maharshi Road, Palace Ground, Jayamahal, Bengaluru, Karnataka. Pin-560080 (India)",21,2,20.48,13.737243868898855,15.760070708229197,21:00 - 22:00
"1st Main Road, Balaji Circle, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",6,2,20.48,13.737243868898855,15.760070708229197,06:00 - 07:00
"6th Main Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2,2,20.48,13.737243868898855,15.760070708229197,02:00 - 03:00
"Hagadur Main Road, Anjaneya Anugraha, Immadihalli, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",5,2,20.48,13.737243868898855,15.760070708229197,05:00 - 06:00
"ITPL Main Road, Knightsbridge, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",4,2,20.48,13.737243868898855,15.760070708229197,04:00 - 05:00
"2nd Main Road, Skyline Atlantis Apartment, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",0,2,20.48,13.737243868898855,15.760070708229197,00:00 - 01:00
"6th Cross Road, Kendra Upadhyayara Sangha, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",22,2,20.48,13.737243868898855,15.760070708229197,22:00 - 23:00
"MBT Road, Arkavathy Layout 21st Block, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",5,2,20.48,13.737243868898855,15.760070708229197,05:00 - 06:00
"West Park Road, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,2,20.48,13.737243868898855,15.760070708229197,01:00 - 02:00
"13th Main Road, Block E, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",3,2,20.305,13.737243868898855,15.707570708229197,03:00 - 04:00
"Whitefield Main Road, Brigade Harmony, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",6,2,20.305,13.737243868898855,15.707570708229197,06:00 - 07:00
"Mumbai Bengaluru Highway, Brigade Deccan Heights, Yeshwanthpur Industrial Area Phase 1, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",22,2,20.305,13.737243868898855,15.707570708229197,22:00 - 23:00
"T Mariyappa Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",7,2,20.305,13.737243868898855,15.707570708229197,07:00 - 08:00
"Mumbai Bengaluru Highway, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",21,2,20.305,13.737243868898855,15.707570708229197,21:00 - 22:00
"Outer Ring Road, Darga Mohalla, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",1,2,20.305,13.737243868898855,15.707570708229197,01:00 - 02:00
"Whitefield Road, Chikka Devasandra, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",6,2,20.3,13.737243868898855,15.706070708229197,06:00 - 07:00
"Hosur Road, Salarpuria Sattva Greenage, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",6,2,20.3,13.737243868898855,15.706070708229197,06:00 - 07:00
"4th Main Road, Krishnayyana Palya, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",1,2,20.3,13.737243868898855,15.706070708229197,01:00 - 02:00
"14th Cross Road, Vidyapeeta Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",22,2,20.3,13.737243868898855,15.706070708229197,22:00 - 23:00
"9th A Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",5,2,20.3,13.737243868898855,15.706070708229197,05:00 - 06:00
"8th Main Road, Palace Orchard Upper, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",21,2,20.3,13.737243868898855,15.706070708229197,21:00 - 22:00
"Kuvempu Road, Pillappa Garden, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",23,2,20.3,13.737243868898855,15.706070708229197,23:00 - 00:00
"13th Cross Road, Block F, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",7,2,20.3,13.737243868898855,15.706070708229197,07:00 - 08:00
"4th Main Road, Salarpuria Cambridge Residency, Jogupalya, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",7,2,20.3,13.737243868898855,15.706070708229197,07:00 - 08:00
"MCECHS Layout Main Road, Arkavathy Layout 4th Block, Dr. Shivaram Karanth Nagar, Jakkur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560077, India",20,1,32.13,8.667235888955368,15.706065122268758,20:00 - 21:00
"3rd Main Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",9,1,32.13,8.667235888955368,15.706065122268758,09:00 - 10:00
"Suranjan Das Road, Duo Harmony, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",8,1,32.13,8.667235888955368,15.706065122268758,08:00 - 09:00
"Nagarabhavi Main Road, KHCS, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",9,1,32.13,8.667235888955368,15.706065122268758,09:00 - 10:00
"Nayanda Halli, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India",10,1,32.13,8.667235888955368,15.706065122268758,10:00 - 11:00
"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)",20,1,32.13,8.667235888955368,15.706065122268758,20:00 - 21:00
"14th Cross Road, Palace Orchard Upper, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",8,1,32.13,8.667235888955368,15.706065122268758,08:00 - 09:00
"12th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",18,1,32.13,8.667235888955368,15.706065122268758,18:00 - 19:00
"12th Cross Road, ITI Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",18,1,32.13,8.667235888955368,15.706065122268758,18:00 - 19:00
"Nagarabhavi Main Road, Block 2 Madhura Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",9,1,32.13,8.667235888955368,15.706065122268758,09:00 - 10:00
"Dr. Srikanth KP, People Tree Hospitals, Tumkur Road, Goragunte Palya, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",20,1,32.13,8.667235888955368,15.706065122268758,20:00 - 21:00
"Kundalahalli Main Road, Green Domain Layout, EPIP Zone, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",19,1,32.13,8.667235888955368,15.706065122268758,19:00 - 20:00
"Akme Encore Pereipheral Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",20,1,32.13,8.667235888955368,15.706065122268758,20:00 - 21:00
"Dr Rajkumar Puniya Bhoomi Road, New Income Tax Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",18,1,32.13,8.667235888955368,15.706065122268758,18:00 - 19:00
"1st Main Road, Manasa Layout, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",9,1,32.13,8.667235888955368,15.706065122268758,09:00 - 10:00
"2nd Cross Road, New Income Tax Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",19,1,32.13,8.667235888955368,15.706065122268758,19:00 - 20:00
"Chinmudra, 313, 100 Feet Road, Old Binnamangala, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",20,1,32.12,8.667235888955368,15.703065122268757,20:00 - 21:00
"Whitefield Main Road, Ramagondanahalli, Whitefield, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",8,1,32.12,8.667235888955368,15.703065122268757,08:00 - 09:00
"Nagarabhavi Underpass, Teacher's Colony, Nagarbhavi, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India",9,1,32.12,8.667235888955368,15.703065122268757,09:00 - 10:00
"4th Main Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",8,1,32.12,8.667235888955368,15.703065122268757,08:00 - 09:00
"9th Cross Road, Phase 2, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560040 (India)",20,1,32.12,8.667235888955368,15.703065122268757,20:00 - 21:00
"PKAN BLDG, 33, 2nd Main Road, Binnamangala, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",8,1,32.12,8.667235888955368,15.703065122268757,08:00 - 09:00
"10th Main Road, Block 4, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",8,1,32.12,8.667235888955368,15.703065122268757,08:00 - 09:00
"Lazar Road, Lazar Layout, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",21,3,11.886666666666665,17.334471777910736,15.700130244537513,21:00 - 22:00
"Sarjapur Marathahalli Road, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",21,3,11.886666666666665,17.334471777910736,15.700130244537513,21:00 - 22:00
"5th Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)",22,3,11.776666666666666,17.334471777910736,15.667130244537514,22:00 - 23:00
"9th Cross Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",0,3,11.776666666666666,17.334471777910736,15.667130244537514,00:00 - 01:00
"3rd Main Road, Block 2, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",7,3,11.776666666666666,17.334471777910736,15.667130244537514,07:00 - 08:00
"Shell, Bellary Road, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India",6,3,11.776666666666666,17.334471777910736,15.667130244537514,06:00 - 07:00
"Whitefield Main Road, Reddys Keerthi Residency, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",5,3,11.776666666666666,17.334471777910736,15.667130244537514,05:00 - 06:00
"3rd A Main Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",23,3,11.776666666666666,17.334471777910736,15.667130244537514,23:00 - 00:00
"1st Main Road, Sabari Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",7,3,11.776666666666666,17.334471777910736,15.667130244537514,07:00 - 08:00
"Whitefield Road, Xylem IT Park, Dyavasandra Industrial Estate Phase 1, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",5,3,11.776666666666666,17.334471777910736,15.667130244537514,05:00 - 06:00
"MS Ramaiah College Road, Esteem Ramaiah, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",7,3,11.776666666666666,17.334471777910736,15.667130244537514,07:00 - 08:00
"Wind Tunnel Road, Golf Manor Apartment, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",2,3,11.776666666666666,17.334471777910736,15.667130244537514,02:00 - 03:00
"4th Main Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",5,3,11.766666666666666,17.334471777910736,15.664130244537514,05:00 - 06:00
"Netaji Road, Cantt Railway Quarters, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",21,3,11.766666666666666,17.334471777910736,15.664130244537514,21:00 - 22:00
"10th Cross Road, Ramesh Babu Circle, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",22,3,11.766666666666666,17.334471777910736,15.664130244537514,22:00 - 23:00
"3rd Main Road, Erappa Block, LN Puram, Bengaluru, Karnataka. Pin-560021 (India)",0,3,11.766666666666666,17.334471777910736,15.664130244537514,00:00 - 01:00
"Bunny Bar, 749, 80 Feet Road, Green Leaf Layout, Kormangala East, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India",21,3,11.766666666666666,17.334471777910736,15.664130244537514,21:00 - 22:00
"Bannerghatta Main Road, Solaris, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",21,3,11.766666666666666,17.334471777910736,15.664130244537514,21:00 - 22:00
"D Street, Cleveland Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",5,3,11.766666666666666,17.334471777910736,15.664130244537514,05:00 - 06:00
"NH 948, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",5,3,11.766666666666666,17.334471777910736,15.664130244537514,05:00 - 06:00
"3rd Main Road, Shabbeer Colony, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",22,3,11.766666666666666,17.334471777910736,15.664130244537514,22:00 - 23:00
"2nd Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",23,3,11.766666666666666,17.334471777910736,15.664130244537514,23:00 - 00:00
"6th Cross Road, Rotary Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",6,3,11.766666666666666,17.334471777910736,15.664130244537514,06:00 - 07:00
"Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",7,3,11.766666666666666,17.334471777910736,15.664130244537514,07:00 - 08:00
"14th Cross Road, Krishna Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",7,3,11.660000000000002,17.334471777910736,15.632130244537516,07:00 - 08:00
"Hoodi Main Road, Golden Star, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",1,3,11.660000000000002,17.334471777910736,15.632130244537516,01:00 - 02:00
"Domlur Inner Ring Road, BDA Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",3,3,11.660000000000002,17.334471777910736,15.632130244537516,03:00 - 04:00
"LSI Entrance Road, RMZ Ecospace Business Park, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",3,3,11.660000000000002,17.334471777910736,15.632130244537516,03:00 - 04:00
"Kotthur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",2,3,11.660000000000002,17.334471777910736,15.632130244537516,02:00 - 03:00
"Sarjapura Main Road, KT Nagappa Reddy Layout, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",2,3,11.660000000000002,17.334471777910736,15.632130244537516,02:00 - 03:00
"Wind Tunnel Road, Golf View Campus, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",23,3,11.660000000000002,17.334471777910736,15.632130244537516,23:00 - 00:00
"ITPL Main Road, Lakshminarayana Pura, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",21,3,11.656666666666666,17.334471777910736,15.631130244537514,21:00 - 22:00
"27th Cross Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",23,3,11.656666666666666,17.334471777910736,15.631130244537514,23:00 - 00:00
"Whitefield Main Road, Vastu Bhoomi, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",22,3,11.65,17.334471777910736,15.629130244537514,22:00 - 23:00
"Ambalipura Main Road, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",7,3,11.65,17.334471777910736,15.629130244537514,07:00 - 08:00
"18th Cross Road, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",0,3,11.65,17.334471777910736,15.629130244537514,00:00 - 01:00
"Watch Factory Road, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",5,3,11.65,17.334471777910736,15.629130244537514,05:00 - 06:00
"Curl Analytics, 75, 80 Feet Road, RMV 2nd Stage 2nd Block, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",21,3,11.65,17.334471777910736,15.629130244537514,21:00 - 22:00
"1st Main Road, Nanjappa Extension, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",0,3,11.65,17.334471777910736,15.629130244537514,00:00 - 01:00
"Chikkabellanduru Road, Joval Farms, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",7,3,11.65,17.334471777910736,15.629130244537514,07:00 - 08:00
"8th Main Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",6,3,11.65,17.334471777910736,15.629130244537514,06:00 - 07:00
"7th Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",22,3,11.65,17.334471777910736,15.629130244537514,22:00 - 23:00
"3rd Main Road, Sri Akadantha Nagar, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",5,3,11.65,17.334471777910736,15.629130244537514,05:00 - 06:00
"Bellary Road, Kendriya Vihar Apartment, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",23,3,11.65,17.334471777910736,15.629130244537514,23:00 - 00:00
"Old Madras Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",2,3,11.65,17.334471777910736,15.629130244537514,02:00 - 03:00
"SH 39, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",1,3,11.65,17.334471777910736,15.629130244537514,01:00 - 02:00
"24th Cross Road, NTI Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",6,3,11.65,17.334471777910736,15.629130244537514,06:00 - 07:00
"DTDC, 74/1, Service Road, Green Glen Layout, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",23,3,11.65,17.334471777910736,15.629130244537514,23:00 - 00:00
"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",21,3,11.65,17.334471777910736,15.629130244537514,21:00 - 22:00
"14th Cross Road, Kodandarampura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,3,11.65,17.334471777910736,15.629130244537514,01:00 - 02:00
"Railway Parallel Road, MD Block, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",3,3,11.65,17.334471777910736,15.629130244537514,03:00 - 04:00
"Kamaraj Road, Clarkpet, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",6,3,11.65,17.334471777910736,15.629130244537514,06:00 - 07:00
"3rd Cross Road, Sumadhura Nandanam, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",2,3,11.65,17.334471777910736,15.629130244537514,02:00 - 03:00
"Road Number 7th, Secon Surveys Tech Park, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2,3,11.65,17.334471777910736,15.629130244537514,02:00 - 03:00
"E 1st Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",21,3,11.65,17.334471777910736,15.629130244537514,21:00 - 22:00
"E Street, Cleveland Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",22,3,11.65,17.334471777910736,15.629130244537514,22:00 - 23:00
"Bannerghatta Road, Arekere, Doresanipalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",7,3,11.65,17.334471777910736,15.629130244537514,07:00 - 08:00
"Whitefield Road, Ardente Office One, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",23,3,11.65,17.334471777910736,15.629130244537514,23:00 - 00:00
"2nd Square Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",1,3,11.65,17.334471777910736,15.629130244537514,01:00 - 02:00
"SH 104, Mylanahalli, Bengaluru, Karnataka. Pin-562149 (India)",23,3,11.65,17.334471777910736,15.629130244537514,23:00 - 00:00
"Devarabisanahalli Road, Citilights Libery Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",0,3,11.65,17.334471777910736,15.629130244537514,00:00 - 01:00
"Mysore Road, Vishwapriya Vertical Garden, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",1,3,11.65,17.334471777910736,15.629130244537514,01:00 - 02:00
"9th Main Road, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",21,3,11.65,17.334471777910736,15.629130244537514,21:00 - 22:00
"Ullal Main Road, Amma Ashrama Circle, Annapoorneshwari Layout, Bengaluru, Karnataka. Pin-560056 (India)",6,3,11.65,17.334471777910736,15.629130244537514,06:00 - 07:00
"1st Main Road, Manjunathanagara New Extension, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",6,3,11.65,17.334471777910736,15.629130244537514,06:00 - 07:00
"M Palya Nal Road, Golf View Campus, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",23,3,11.65,17.334471777910736,15.629130244537514,23:00 - 00:00
"Thigalarapalya Main Road, Sri Sallapuradamma Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",6,3,11.65,17.334471777910736,15.629130244537514,06:00 - 07:00
"7th B Road, SJR I Park, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2,3,11.65,17.334471777910736,15.629130244537514,02:00 - 03:00
"8th Main Road, Ex Servicemen Colony, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0,3,11.65,17.334471777910736,15.629130244537514,00:00 - 01:00
"Dr Rajgopal Road, Ramkrishna Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",2,3,11.65,17.334471777910736,15.629130244537514,02:00 - 03:00
"4th Cross Road, Nandishwara Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",6,3,11.65,17.334471777910736,15.629130244537514,06:00 - 07:00
"11th Main Road, Gitanjali Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",1,3,11.65,17.334471777910736,15.629130244537514,01:00 - 02:00
"Whitefield Main Road, Nitesh Forest Hills, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",22,3,11.65,17.334471777910736,15.629130244537514,22:00 - 23:00
"1st Main Road, Aswani Aaeesha, Doddanagamangala, Bengaluru, Karnataka. Pin-560100 (India)",22,3,11.65,17.334471777910736,15.629130244537514,22:00 - 23:00
"Kodigehalli Main Road, Brigade Opus, Hebbal, Bengaluru, Karnataka. Pin-560092 (India)",7,3,11.65,17.334471777910736,15.629130244537514,07:00 - 08:00
