enforcement_zone,latitude,longitude,violation_count,frequency_score,avg_congestion_score,max_congestion_score,priority_score,risk_level,enforcement_demand_score,demand_percentage,cumulative_demand,allocation_weight,recommended_officers
"13th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.912941241573034,77.63810140112359,89,46.65256322745311,12.237303370786515,17.73,30.543472624962508,Medium,31.71496595487449,0.00023929974366863858,0.173964508285266,0.00079817980061652,1
"Siddavanahalli Krishna Sharma Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",13.002195144329898,77.56930868556701,97,47.53545168918129,11.841546391752578,14.21,30.16218976211642,Medium,31.710039666163112,0.00023926257321644427,0.17420377085848243,0.0007980558192713399,1
"Promenade Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.994775579012344,77.60964653703704,81,45.68743199610511,11.898888888888889,24.08,31.22938266471922,Medium,31.700698708968922,0.0002391920926532499,0.17444296295113568,0.0007978207326765305,1
"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.989770642307692,77.57259519423077,52,41.16269533569884,12.63576923076923,46.29,33.63007843708019,Medium,31.691001665403597,0.0002391189253024532,0.17468208187643813,0.0007975766843521352,1
"80 Feet Road, Poojari Layout, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",13.027338516666665,77.57697998333333,90,46.767124335392104,12.083333333333334,17.38,30.48456216769605,Medium,31.689085051132324,0.00023910446382377842,0.1749211863402619,0.0007975284483616227,1
"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",13.00618803150685,77.59293961917808,73,44.62314711214084,13.014931506849315,25.84,31.384053008125214,Medium,31.681956939074723,0.00023905067989758244,0.17516023702015948,0.0007973490530859348,1
"A Narayanpura Main Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",12.999790459007547,77.67660377927875,45,39.69410884257296,16.21688888888889,41.34,32.98012108795315,Medium,31.64167097452624,0.00023874670917903862,0.17539898372933851,0.0007963351644632351,1
"RT Nagar Main Road, Nrupathunga Extension, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.021051488172043,77.59247511505376,93,47.10340272575407,9.403655913978493,24.09,31.190798137070587,Medium,31.607151069057217,0.00023848624525352294,0.17563746997459204,0.0007954663919315614,1
"13th Cross Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",13.006851420930232,77.57893661860464,43,39.23324742490429,15.842558139534884,44.52,33.27339115431261,Medium,31.57518143253457,0.0002382450239375066,0.17587571499852955,0.0007946618027624689,1
"BTP114 - KR Road Junction, Near JSS",12.924224496361514,77.57491752140425,64,43.27868961408497,13.71671875,29.71,31.696360432042482,Medium,31.57513085024673,0.0002382446422776766,0.17611395964080723,0.0007946605297432741,1
"1st Cross Road, Salarpuria Sattva Supreme, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.952395825592706,77.70024025070842,34,36.86069242614519,21.181470588235292,38.86,32.55678738954318,Medium,31.572895540262206,0.00023822777613608661,0.1763521874169433,0.0007946042730447709,1
"Dr Rajkumar Puniya Bhoomi Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.95077718095238,77.52187570476191,21,32.046922883175334,29.65095238095238,35.67,32.05274715587338,Medium,31.570640919079764,0.00023821076428522111,0.17659039818122854,0.0007945475303357158,1
"Old Airport Road, Kemp Fort Mall, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",12.959299607346294,77.6565096298521,32,36.25065325809892,19.8078125,46.98,33.46367037904946,Medium,31.568593666954406,0.00023819531710140513,0.17682859349832994,0.0007944960065442176,1
"Bellary Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.022821253938348,77.58444264027314,59,42.44883285252951,13.962033898305085,33.24,32.06102659575628,Medium,31.557569933298012,0.00023811213944193672,0.17706670563777188,0.0007942185690232559,1
"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.99453142469136,77.61547884938273,81,45.68743199610511,12.625802469135802,19.84,30.599456738793297,Medium,31.531118462055343,0.00023791255447952385,0.1773046181922514,0.0007935528571296177,1
"1st Main Road, Kuvempu Circle, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",12.968740960439561,77.54547955274725,91,46.88043338430192,10.74021978021978,19.85,30.63228262621689,Medium,31.528315284442975,0.00023789140359179936,0.1775425095958432,0.0007934823087408565,1
"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.997866488172043,77.58138546236559,93,47.10340272575407,11.401075268817204,15.97,30.166023943522195,Medium,31.49424784325076,0.0002376343536565624,0.17778014394949976,0.0007926249235096377,1
"Old Madras Road, Ramaiah Circle, Halasuru, Bengaluru, Karnataka. Pin-560007 (India)",12.9727980125,77.6206324390625,64,43.27868961408497,14.2946875,26.53,31.233751057042486,Medium,31.459419912746732,0.00023737156558187295,0.17801751551508163,0.0007917483988220456,1
"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.01272479054054,77.55213538648648,74,44.762312621490615,11.958243243243242,26.54,31.27662928371828,Medium,31.45865707695497,0.0002373658097374653,0.1782548813248191,0.0007917292003111269,1
"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",12.995527523376623,77.6167148974026,77,45.16894022004746,12.301688311688311,23.02,30.878976603530223,Medium,31.45050803011701,0.00023730432252596262,0.17849218564734506,0.0007915241108719771,1
BTP053 - Three Let Junction,12.983894015686275,77.58177205098039,51,40.96520984512387,14.999803921568628,36.41,32.26454609903253,Medium,31.421796787367153,0.00023708768685180726,0.17872927333419686,0.0007908015266495586,1
"11th Cross Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)",13.027625726506024,77.58602769759035,83,45.93726757383664,11.899277108433735,19.84,30.50641691944844,Medium,31.41424415356196,0.00023703069977081283,0.17896630403396768,0.0007906114473112003,1
"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",12.983380710743802,77.60945487355373,121,49.806527821205435,8.270826446280992,10.7,29.524511844487016,Medium,31.358379557861337,0.0002366091832082432,0.17920291321717594,0.0007892054867334311,1
"Pattandur Agrahara Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.986253437362638,77.73378256483517,91,46.88043338430192,10.791538461538462,17.73,30.223678230612496,Medium,31.334276822904513,0.00023642732022579235,0.17943934053740174,0.0007885988861711122,1
"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",12.969092476470587,77.57527979852941,68,43.897839217496546,11.851176470588236,30.42,31.588272549924742,Medium,31.333723334328983,0.000236423143974289,0.17967576368137603,0.0007885849563626588,1
"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",12.906955461702127,77.69628567765957,94,47.21311459376437,10.266808510638299,17.38,30.162599850073672,Medium,31.298596005293806,0.00023615809684020592,0.17991192177821624,0.0007877008966248876,1
"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.045401893220339,77.50701134067798,59,42.44883285252951,13.148813559322033,33.24,31.817060494061366,Medium,31.272942814653945,0.0002359645351648399,0.18014788631338108,0.0007870552752920684,1
"3rd Cross Road, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.015075790000001,77.52979005,20,31.56461849037872,26.1915,47.32,33.10375924518936,Medium,31.259565169708296,0.00023586359647832393,0.1803837499098594,0.0007867185961989668,1
"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",12.959393114418832,77.65512695557682,46,39.91707818402511,18.15195652173913,28.99,31.202126048534296,Medium,31.206577783822503,0.00023546378940054926,0.18061921369925993,0.0007853850471999961,1
"Srinivagilu Main Road, Block 1, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.930957083928572,77.63279816964287,56,41.91704065799789,14.98375,29.0,31.253645328998946,Medium,31.19868486189884,0.00023540423473491235,0.18085461793399485,0.0007851864037312856,1
"20th Main Road, Govianu Jodidhar Atlantis, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.063901216666666,77.58936126875,48,40.34912714745232,15.125833333333333,37.11,32.13431357372616,Medium,31.197061597765444,0.00023539198667853477,0.1810900099206734,0.0007851455505692741,1
"Jeevan Bhima Nagar Main Road, Sector 11, LIC Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",12.968208713650352,77.65124574617647,34,36.86069242614519,18.688235294117646,43.8,32.79681680130789,Medium,31.19426318732103,0.00023537087176064457,0.18132538079243404,0.0007850751221572195,1
"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0289392,77.57094125921053,76,45.03516191517253,11.704736842105264,23.01,30.631002010217845,Medium,31.166996948081735,0.0002351651391084306,0.18156054593154247,0.0007843889047597124,1
"MBT Road, Aisshwarya Excellency, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",12.997544324296864,77.67064348,10,24.860598341446366,35.555,50.49,33.19479917072318,Medium,31.1665790877955,0.0002351619862165269,0.181795707917759,0.0007843783883479834,1
"4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",12.960840575471698,77.52827085754718,106,48.446369651630164,8.835943396226416,14.22,29.71796784468301,Medium,31.160083497075835,0.00023511297486975756,0.18203082089262876,0.0007842149119213371,1
"Shivashankara Road, Begum Mahal Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.974818162857144,77.62047233,70,44.194078650323505,11.664142857142858,27.6,31.11628218230461,Medium,31.14919325767793,0.0002350308044679316,0.1822658516970967,0.0007839408340893239,1
"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",12.942070551666665,77.62209560666666,60,42.62020327947646,13.726166666666668,29.0,31.227951639738233,Medium,31.14527013704539,0.00023500120324549664,0.18250085290034218,0.0007838420997678452,1
"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.962230456920958,77.64908823034236,85,46.181224118363545,11.848705882352942,15.96,29.837223823887655,Medium,31.142720323923477,0.00023498196407534128,0.18273583486441752,0.0007837779278771311,1
BTP128 - Gorappanapalya Junction,12.920460569090908,77.60040643272727,55,41.73353719891306,14.324545454545454,31.47,31.45813223582017,Medium,31.114036368493093,0.00023476553429289536,0.1829706003987104,0.0007830560304026425,1
"9th Main Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.912531973239435,77.63521175633802,71,44.339083458492006,13.554647887323943,19.83,30.201936095443187,Medium,31.113622662733984,0.00023476241274825142,0.18320536281145866,0.0007830456185491097,1
"RMP Road, Prestige Sunnyside Oak, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.931743786363636,77.69565936363637,22,32.50778430084399,29.029999999999998,30.73,31.108892150421994,Medium,31.112781365464194,0.0002347560648864471,0.18344011887634512,0.0007830244453752833,1
"MBT Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",13.005155355932203,77.6849017661017,59,42.44883285252951,13.267966101694915,31.12,31.428806256773232,Medium,31.10264620448445,0.00023467959179711937,0.18367479846814225,0.0007827693708221043,1
"4th Main Road, Doddaiah Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.971197,77.6301647,16,29.37383452948252,30.460625,42.73,32.37110476474126,Medium,31.089827741215384,0.00023458287231840772,0.18390938134046064,0.0007824467648173912,1
"Doddanekundi Flyover, Goshala Road, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",12.9801109,77.69463992,5,18.57637945838152,38.132,75.2,35.76778972919076,Medium,31.083208702109836,0.00023453292951337542,0.184143914269974,0.000782280181529203,1
"Hosur Road, Hebbagodi, Bengaluru, Karnataka. Pin-560099 (India)",12.826569050000002,77.68242544166667,12,26.59256076166594,33.78333333333334,46.25,32.68128038083297,Medium,31.075075085582938,0.0002344715587285934,0.1843783858287026,0.0007820754804291934,1
"New Horizon College Road, Prestige Sunnyside ELM, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.93121383076923,77.69422808717948,39,38.245102477605926,20.075384615384614,30.04,31.153166623418347,Medium,31.06519097806787,0.0002343969799193929,0.184612782808622,0.0007818267242118014,1
"Sarjapura Main Road, Jain Heights, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",12.912658403030303,77.68065876060606,66,43.59288562170347,13.367272727272727,24.06,30.618624629033555,Medium,31.060632546482367,0.00023436258506897767,0.184847145393691,0.0007817120008342258,1
BTP141 - Palmgroove Junction,12.968292564,77.613494202,50,40.76388944613507,14.7836,34.64,31.745024723067534,Medium,31.05839919537429,0.00023434573370774824,0.18508149112739875,0.0007816557934353375,1
"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",12.990107860344828,77.50471676034482,58,42.27458211586031,13.994827586206897,29.0,31.135739333792227,Medium,31.049209818895584,0.0002342763968704028,0.18531576752426915,0.0007814245217166165,1
"Srinivagilu Main Road, Maharaja Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.933675147058823,77.63045799558824,68,43.897839217496546,14.02470588235294,19.83,30.122331373454156,Medium,31.03545862844663,0.00023417263966144804,0.1855499401639306,0.0007810784414948561,1
"4th Main Road, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.031088383636364,77.53521207454546,55,41.73353719891306,12.976363636363637,35.35,31.82967769036562,Medium,31.030172732129458,0.00023413275585278944,0.18578407291978338,0.0007809454098001501,1
"Hosur Road, Narasimha Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",12.89664232154009,77.63546404515942,69,44.047016967874164,13.972608695652173,19.13,30.041291092632733,Medium,31.02927237580905,0.0002341259623712202,0.1860181988821546,0.0007809227502699671,1
"NH 75, A Nanjappa Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.976869149999999,77.62708855,2,11.390054916652556,53.305,61.07,33.90052745832627,Medium,31.028280204158904,0.00023411847611309544,0.1862523173582677,0.0007808977799965947,1
"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",13.050002548717949,77.49475976153846,39,38.245102477605926,15.021282051282052,47.34,33.09693585418758,Medium,31.026255080631977,0.0002341031958967591,0.18648642055416445,0.000780846813121989,1
"Rustam Bagh Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.958710867589447,77.64953520579711,69,44.047016967874164,11.781014492753624,26.54,30.86581283176317,Medium,31.00321440479456,0.000233929346496142,0.18672034990066058,0.0007802669417113702,1
"ITPL Main Road, RMZ Centennial, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560066 (India)",12.975834555172414,77.71059263965516,58,42.27458211586031,13.559655172413795,30.06,31.217187609654296,Medium,31.002899474068002,0.00023392697024127716,0.18695427687090185,0.000780259015757898,1
"5th A Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.03618057105263,77.5894105868421,76,45.03516191517253,12.114473684210527,19.84,30.119923062849423,Medium,30.993404842818578,0.0002338553301573039,0.18718813220105915,0.000780020061603308,1
"1st Main Road, Lumos, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.016030222033898,77.54967269152543,59,42.44883285252951,13.836101694915255,27.59,30.893246934739334,Medium,30.948493662111574,0.0002335164606769982,0.18742164866173613,0.0007788897688162001,1
"Outer Ring Road, Sajapur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",12.920928170355173,77.66541006675588,85,46.181224118363545,10.790588235294116,17.38,29.803788529770006,Medium,30.91437914745289,0.00023325905555713087,0.18765490771729326,0.0007780311988733177,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",12.903688744,77.70416561466668,75,44.89963482480326,11.5928,21.6,30.24765741240163,Medium,30.912279153641794,0.0002332432104201247,0.18788815092771338,0.0007779783477164278,1
"Seppings Road, Nehru Puram, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",12.98886313220339,77.6088893779661,59,42.44883285252951,13.615084745762712,27.59,30.82694184999357,Medium,30.871137729908185,0.00023293278498351462,0.1881210837126969,0.000776942929502847,1
"3rd Main Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",13.006962513235294,77.57870567647058,68,43.897839217496546,12.617941176470588,23.01,30.33630196168945,Medium,30.861090981387807,0.00023285697899497751,0.18835394069169187,0.000776690080051826,1
"7th Cross Road, Kolimi Heights, Muniswamappa Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.981112060000001,77.62853672,5,18.57637945838152,42.93,56.13,33.39318972919076,Medium,30.855508702109837,0.00023281485888038538,0.18858675555057225,0.0007765495892006797,1
"Whitefield Road, Ozone WF 48, Lakshmisagar Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",12.995604260176766,77.69477496062525,42,38.99489957663459,15.756428571428572,38.87,31.998378359745864,Medium,30.84894476714902,0.0002327653318540655,0.18881952088242632,0.0007763843927345779,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.018513933333333,77.55357496666666,24,33.37225770483806,23.6725,42.03,32.19387885241903,Medium,30.843116737660935,0.0002327213574741284,0.18905224223990044,0.0007762377170161992,1
"Bellary Road, Kirloskar Business Park, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.051429395555555,77.59348050666667,45,39.69410884257296,14.828,38.17,31.92945442128648,Medium,30.838559863415128,0.0002326869743743482,0.18928492921427478,0.000776123032832646,1
"2nd Cross Road, Salarpuria Sattva Supreme, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.952193562962963,77.70015755185186,27,34.54721265718409,24.303703703703704,33.21,31.206717439703155,Medium,30.828263257747547,0.00023260928313228871,0.18951753849740707,0.0007758638951539088,1
"MBT Road, Bridge Signature Tower, Sannatammanahalli, Bengaluru, Karnataka. Pin-560049 (India)",13.053884261111111,77.76187847777777,18,30.52698574134533,23.27722222222222,58.62,33.97065953733933,Medium,30.79886993551771,0.0002323875009463902,0.18974992599835347,0.0007751241448382297,1
"Road Number 1, Salarpuria Infozone, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.850987619607842,77.65743626078431,102,48.05136283678042,8.52156862745098,13.86,29.354152006625505,Medium,30.796798579837073,0.0002323718718934021,0.18998229787024687,0.000775072014425524,1
"Hosur Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.907609050329953,77.62881784041801,56,41.91704065799789,12.924642857142857,32.17,31.269913186141803,Medium,30.794997361898837,0.00023235828111763004,0.1902146561513645,0.0007750266826481904,1
"Bannerghatta Main Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",12.875783743023256,77.59538517441861,86,46.30108296519072,10.543372093023256,16.32,29.577553110502336,Medium,30.787775863413035,0.00023230379256042918,0.1904469599439249,0.0007748449370890197,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",12.886967252411932,77.64085581265488,67,43.746483612940445,13.238805970149254,20.89,30.022883597515,Medium,30.783148076669484,0.0002322688744027663,0.1906792288183277,0.0007747284682299479,1
"5th Cross Road, Malleshwaram Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.996809101351351,77.57072445405406,74,44.762312621490615,10.708243243243242,24.07,30.40762928371828,Medium,30.77415707695497,0.00023220103438269284,0.1909114298527104,0.0007745021891171251,1
"South Avenue, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",13.005736112903225,77.6856941516129,62,42.95467340703127,12.465483870967741,27.59,30.73498186480596,Medium,30.74698972870591,0.00023199604789519645,0.1911434259006056,0.0007738184605380193,1
"17th Main Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.006081409375,77.52745905625,32,36.25065325809892,22.288125,30.03,30.81776412904946,Medium,30.74170304195441,0.0002319561581224535,0.19137538205872806,0.000773685408950222,1
"Laggere Main Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.006666959375,77.526686665625,32,36.25065325809892,20.668125,35.68,31.46176412904946,Medium,30.739703041954407,0.00023194106747130734,0.19160732312619938,0.0007736350743667478,1
"Mysore Road, BDA Layout, Dubasipalya, Bengaluru, Karnataka. Pin-560059 (India)",12.925081945454544,77.4988428090909,11,25.762704000110485,34.056363636363635,46.25,32.34826109096433,Medium,30.714214472788036,0.00023174874791855515,0.19183907187411794,0.0007729935961105781,1
"100 Feet Road, Jalahalli Cross, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.038383909090909,77.51818729090908,22,32.50778430084399,24.861363636363638,41.32,31.976301241331086,Medium,30.712758638191467,0.00023173776317254348,0.19207080963729048,0.0007729569566965654,1
"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.029004413953489,77.54034023488371,43,39.23324742490429,16.869302325581394,32.16,31.10941441012656,Medium,30.69854189765085,0.0002316304932365765,0.19230244013052705,0.00077259915983983,1
"Millers Road, Kaverappa Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.99184752763158,77.59441662763157,76,45.03516191517253,11.951447368421052,17.37,29.57701516811258,Medium,30.68934563229226,0.00023156110442038952,0.19253400123494743,0.000772367714746659,1
"G Narayana Kumar Road, Purva Sunflower, Shankarappa Garden, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",12.975695529031102,77.5574928308762,43,39.23324742490429,12.206511627906977,48.05,32.88857720082424,Medium,30.655565153464803,0.00023130621970962189,0.19276530745465706,0.0007715175515809917,1
"1st Main Road, Dynamtic Circle, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.03622499512195,77.51414477723577,41,38.750943032107685,14.873414634146343,41.34,32.10549590629775,Medium,30.652713789610445,0.00023128470524101343,0.19299659215989806,0.0007714457904750207,1
"80 Feet Road, Shirdi Sai Rathan Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",13.068378730769231,77.62830124358973,39,38.245102477605926,18.276153846153846,32.16,31.037397392649115,Medium,30.647460208837103,0.0002312450652636541,0.1932278372251617,0.0007713135720750339,1
"South End Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.993513913333333,77.57168985733333,75,44.89963482480326,12.044266666666667,17.37,29.53709741240163,Medium,30.647292486975125,0.00023124379974759975,0.1934590810249093,0.0007713093509700028,1
"7th Cross Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.998407968085107,77.56966813617021,47,40.13535308356842,12.073191489361703,43.46,32.381633988592725,Medium,30.646061217239225,0.0002312345094165741,0.19369031553432586,0.0007712783632453524,1
"HAL Airport Road, Maruthi Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.956675452941177,77.70414433529412,17,29.966434375034073,24.021764705882354,57.56,33.70174659928174,Medium,30.645156553327563,0.00023122768343282642,0.1939215432177587,0.0007712555953047636,1
"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",12.87091556585366,77.53825232195122,41,38.750943032107685,14.822926829268292,41.34,32.09034956483433,Medium,30.635043057903125,0.00023115137381716719,0.19415269459157586,0.0007710010660149356,1
"Railway Samantara Road, Samvriddhi Gardenia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.06997110851064,77.58681038191489,94,47.21311459376437,8.964574468085107,15.27,29.349929637307717,Medium,30.631814090400187,0.00023112701020609262,0.19438382160178194,0.0007709198016477797,1
"Munninarasimha Road, Prisha Orchids, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)",13.08183675283019,77.63699223584906,53,41.356489291686636,14.43,28.29,30.66524464584332,Medium,30.62556911042765,0.0002310798897990025,0.19461490149158095,0.000770762632414919,1
"8th Cross Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.999188396721312,77.5697258,61,42.78878707160525,12.675409836065572,26.53,30.503016486622297,Medium,30.623226332005835,0.0002310622127730643,0.194845963704354,0.0007707036710269019,1
"Varthur Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",12.883629628533006,77.75235319545813,26,34.170164749957664,19.535384615384615,49.8,32.90569775959422,Medium,30.61097522786133,0.00023096977420366432,0.19507693347855767,0.0007703953439147964,1
"Shettigere, Minakunte Hosuru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562157, India",13.191517315789474,77.64656867894736,19,31.058777935876957,27.552105263157895,38.85,31.565020546885844,Medium,30.610564706837586,0.00023096667668888557,0.19530790015524657,0.0007703850122124275,1
"Mumbai Bengaluru Highway, Nanjundeshwara Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",13.050832064285714,77.49153478571428,14,28.076183769071587,26.589285714285715,58.61,33.73687759882151,Medium,30.609151072989373,0.0002309560103612597,0.19553885616560784,0.0007703494348769602,1
"Old Madras Road, A Nanjappa Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.977507365384614,77.62762716153847,26,34.170164749957664,19.083846153846153,51.21,33.052236221132674,Medium,30.59393676632287,0.00023084121346409224,0.19576969737907193,0.0007699665319825076,1
"Old Airport Road, Prestige Leela Residency, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.95999339391059,77.64721402485829,47,40.13535308356842,15.73276595744681,30.05,30.797506329018255,Medium,30.585912281069014,0.00023078066611029554,0.19600047804518222,0.0007697645774210843,1
"Whitefield Main Road, Vaswani Pinnacle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.967264987748843,77.74952114741066,33,36.56015907121148,21.650909090909092,28.98,30.571352262878467,Medium,30.5839056709845,0.00023076552558390966,0.19623124357076613,0.0007697140764796848,1
"ITPL Main Road, Maruti Platinum, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.959108027536232,77.71590322608695,69,44.047016967874164,12.643623188405797,19.13,29.64259544045882,Medium,30.56412744827282,0.00023061629245429318,0.19646185986322043,0.00076921631217866,1
"Sarjapura Main Road, Saket Callipolis, Halanayakana Halli, Bengaluru, Karnataka. Pin-560035 (India)",12.910322729999999,77.68575660249999,40,38.50110745437615,14.998,41.34,32.01795372718807,Medium,30.55890909990688,0.0002305769183169184,0.19669243678153733,0.0007690849804829488,1
